Sample	PGE2-d4 (IS)	12-HETE	15-HETE	5-HETE	8.11.14-Eicosatrienoic acid	9-HETE	Adrenic acid	Arachidonic acid	Cholic acid	Deoxycholic acid/Chenodeoxycholic acid	Docosahexaenoic acid	Docosapentaenoic acid	Eicosapentaenoic acid	Gamma-Linolenic acid	Glycochenodeoxycholic acid	Glycocholic acid	Glycolithocholic acid	Glycoursodeoxycholic acid	Linoleic acid	Lithocholic acid	Myristic acid	Oleic acid	Palmitic acid	Palmitoleic acid	Sphingosine 1-Phosphate	Stearic acid	Taurochenodesoxycholic acid	Taurocholic acid	Taurodeoxycholic acid	Taurohyodeoxycholic acid/Tauroursodeoxycholic acid	Taurolithocholic acid	Hyodeoxycholic acid	Myristoleic acid	PGE2	Ursodeoxycholic acid	Glycodeoxycholic acid	glycocholate-d4 (IS)	thymine-d4 (IS)	inosine-15N4 (IS)	2-hydroxyglutarate	3-methyladipate/pimelate	4-hydroxybenzaldehyde	4-pyridoxate	aconitate	adipate	alpha-hydroxybutyrate	alpha-ketoglutarate	beta-hydroxybutyrate	bilirubin	chenodeoxycholate/deoxycholate	cholate	cystathionine	fructose/glucose/galactose	fumarate/maleate	gentisate	glucuronate	glycocholate	glycodeoxycholate/glycochenodeoxycholate	guanine	guanosine	homogentisate	homovanillate	hydroxyphenylacetate	hypoxanthine	indole-3-propionate	indolelactate	indoxylsulfate	inosine	isocitrate	lactate	lactose	lithocholate	malate	nicotinate	orotate	pantothenate	pyruvate	quinolinate	sebacate	sorbitol	suberate	succinate	taurocholate	taurodeoxycholate/taurochenodeoxycholate	thymine	uracil	urate	uridine	VMA	xanthine	phenylalanine-d8 (IS)	valine-d8 (IS)	1-methylhistamine	1-methylnicotinamide	2-deoxyadenosine	2-deoxycytidine	3-hydroxyanthranilic acid	5-HIAA	5-hydroxytryptophan	acetylcholine	adenosine	ADMA	alanine	alpha-glycerophosphocholine	aminoisobutyric acid	anserine	anthranilic acid	arginine	asparagine	aspartate	beta-alanine	betaine	butyrobetaine	carnitine	C2 carnitine	C3 carnitine	C3-DC-CH3 carnitine	C4 carnitine	C4-OH carnitine	C5 carnitine	C5:1 carnitine	C5-DC carnitine	C6 carnitine	C7 carnitine	C9 carnitine	C10:2 carnitine	C12 carnitine	C12:1 carnitine	C14 carnitine	C14:1 carnitine	C14:2 carnitine	C16 carnitine	C16-OH carnitine	C18 carnitine	C18:1 carnitine	C18:1-OH carnitine	C18:2 carnitine	C20 carnitine	C20:4 carnitine	C22:6 carnitine	C24:4 carnitine	C26 carnitine	carnosine	choline	cis-trans-hydroxyproline	citrulline	cotinine	creatine	creatinine	cytosine	dimethylglycine	GABA	glutamate	glutamine	glycine	histamine	histidine	isoleucine	kynurenic acid	leucine	lysine	methionine	methionine sulfoxide	N-carbamoyl-beta-alanine	niacinamide	NMMA	ornithine	phenylalanine	pipecolic acid	proline	putrescine	pyroglutamic acid	SDMA	serine	serotonin	spermidine	taurine	thiamine	threonine	thymidine	trimethylamine-N-oxide	tryptophan	tyrosine	valine
G36299	529888	1665	7079	4509	130290	2788	186520	457507	3456056	12258184	182863	1548910	87827	9661880	450187	669661	8276	376917	12457329	831783	6594	5436070	487380	12240	209	325234	365667	190287	38072	73949	75813	815946	NA	139769	26596709	1909506	319586	126248	38632	240348	384474	386020	2168312	8169	290612	78027	262460	100370	NA	6603651	7188972	152	22561670	274096	91127	1532890	112611	88331	97560	29096	15241	124603	13455	2321460	57389	22450	NA	45296	433882	166024	2038636	2091177	4104969	527828	745541	2601138	125868	17551	155040	916447	79051	57778251	76156	94501	4361476	7789292	369893	950270	10965	7064012	19905674	16237344	10934	1310876	169400	5979806	9338	116729	906994	989961635	329025	45342648	159424446	107259	6952	NA	82	7074330	15075497	27667	5768457	493052	989961635	1609349	8937	160716	2276	969	1179577	NA	769590	599649	NA	215822	NA	155970	NA	NA	NA	NA	NA	95694	38780	482752	49029	NA	4810	239738	893833	NA	148164	51541	419	17288	1611129	1134179	14255	146165	1272582	56027	9630	27901093	2497652	1111257	24330595	179830	1172899	653088633	417944	813623341	5070297	274615688	49968355	27604	1198171	106768	69013	7365824	953259	7143351	178504	486835	109222781	219782	2178	535195189	18479115	155732706	430928	4409529	11542557	2474367	1608627	7588876
G36543	544178	744	4311	2877	200022	1206	122790	315187	18845337	85884	224736	1998792	62231	1764819	55039	214857	3375	2071	5286455	5200	6095	4078762	372087	7100	348	234623	132392	83048	6886	9414	122253	424852	1275	311622	1036508	NA	317151	133335	61047	13942084	132510	182715	2858028	11953	135041	87958	858892	384250	57724	2236399	16579695	4171	28472538	485065	52481	11759784	61665	32462	22038	42079	11527	1756150	15355	1330971	3304	872145	NA	NA	592079	1688661	3421638	13836	7922337	626229	353008	2125137	27607	27183	18527	5217173	21743	1975106	66790	28693	2402238	3845752	91444	388832	19461	2651943	18387976	14957237	977	83956327	105661	7093527	8130	54650	1298188	11291311973	142446	62260682	107808435	19595	9362	9831	NA	1440656	633792	10952	18011363	732334	11291311973	1578500	1359	7431	134833	31	105439	NA	10044	670224	NA	167620	3507	950212	20397	63916	149720	10810	229989	1417211	966460	331863	866370	125450	345612	63963	682814	14886	48189	254378	202	5866	1008636	874106	41914	182867	170917	255075	23371	61448716	2974315	903677	41892145	142280	796324	272283497	844975	370289798	4514401	141019376	10669501	268223	391366	92633	33455	3067061	1872317	3778764	622959	626110	89041366	123004	7478	152168640	25588773	80236054	283077	3341088	2167350	1389235	788439	6977844
G36266	488915	6692	29792	13958	366990	15495	302209	2167308	25766465	118978	1297831	1858680	855629	164264	1247661	1263775	3773	73946	2206206	28915	8482	4886916	341440	7568	419	243167	1684394	683953	19583	35307	118924	798998	NA	17775	12644348	39447	306530	139414	67135	260546	82192	562244	3203299	3411	162701	129098	225249	142194	NA	13925167	47594469	2	9857871	397738	39820	2450448	260387	184972	318536	120883	7016	46133	8258	430067	51171	30800	NA	115368	217668	250507	2226922	113269	1361468	799408	8178393	4817927	17712	3283	26319	183328	28506	66739235	199805	327137	2375754	9929740	6551879	5322769	4217	4053543	19862372	16056801	10209	10720	34219	5407144	1170	20013	1352199	24416519958	291466	46363655	245479534	15217	7014	8957	847	2605493	3720077	2213	22118631	387613	24416519958	3179227	22971	8606	1533715	NA	260938	14096	9009	13137	117271	356122	NA	1294387	NA	516523	79320	2987	10593	538362	429730	579130	437648	39460	174282	554251	1029471	37009	392214	94862	36769	36516	17376	1612282	4545	293748	19963	471298	5090	47321001	1317589	1849407	29196238	234735	1562660	1059038600	52802	1347081655	8157307	463234372	36288633	43363	882138	108970	83741	12128001	194924	11743551	392072	250874	98337525	254873	12312	2991756066	275603583	181869804	668471	16125599	2100968	3722926	2494665	7840615
G36249	535924	1633	8945	5271	272004	3203	204724	978990	14264662	78464	163421	879021	37734	19903	930091	1871468	3045	441841	539583	83736	4638	707261	217057	13458	93	451505	204913	1443795	24397	71652	439368	2518443	NA	263183	78352557	NA	326394	129462	69014	511418	255855	436361	5077925	NA	329841	369907	243402	546808	NA	5730008	37928693	1	39651995	226970	33739	2586746	270295	163144	11083	21041	55845	113197	5231	2248849	52208	539256	NA	57419	22215	214480	2017381	212370	1669012	1033036	368301	6799997	12694	9392	24129	171625	41049	86772629	274748	158464	6133915	9585560	1936689	1088397	17317	9322511	20058381	17138139	40714	16210751	74750	2537353	5026	21237	4633586	25841343689	557071	16775360	225628459	1855	11906	1096	355	7937925	192771	296	9908878	357444	25841343689	1423610	27093	302918	637928	NA	175347	28834	17024	156540	NA	287380	NA	392447	NA	16986	7024	NA	6039	301230	564236	542551	100860	49718	22475	242565	528821	22940	302624	62295	1064	6016	24814	246386	29535	687863	1485269	208433	9153	25798616	881872	1090814	23712979	5227665	924342	959981264	361137	1100379695	6537268	384062857	28118571	9075	772007	34161	52009	10494277	1218156	9201455	180327	162398	69711656	189597	11731	2431854794	500860825	173515773	556115	5835644	2463867	3291715	2072117	5765442
G36866	554347	123	2743	774	89635	1021	69193	171721	19743709	75749	117402	811395	25780	909428	238623	377394	974	177753	5039514	5979	2407	3822189	429369	4212	133	210925	147171	69026	3845	31284	40266	NA	NA	291607	86006700	NA	277166	120142	46840	287800	213841	112499	2355390	4352	78298	103839	131857	119360	NA	4849005	52383088	2	17232641	166154	154015	4829456	113264	63206	72865	54778	22474	120726	16143	2271310	39099	17940	NA	128936	255961	245130	7420923	6127	2279039	1069600	981567	2006799	36916	18168	38194	375988	55562	59292420	81302	35382	3814793	6074960	180802	1720910	84928	6077338	19202916	15309201	193631	13875046	134735	18934750	7363	94683	502840	6080330530	263424	27549681	130611134	56523	8846	NA	203	1678518	11382445	19280	60514185	458877	6080330530	1020533	8603	164697	227170	NA	451442	NA	53684	515723	NA	139892	3420	327909	NA	NA	342	NA	16247	34986	6563	39939	31917	9327	8872	15779	330778	NA	151720	17592	374	7792	42088	1909903	16750	26632	30952	179872	9821	81800456	2013758	887005	19219631	1741075	617146	542778585	377979	680256015	4266395	259670819	26300199	13725	760595	313711	89199	6169388	384105	4726711	532311	393372	87354250	178231	3253	495852988	6720181	168774921	364951	8996282	2194390	2034127	1449650	3152536
G36868	546112	5153	5991	4000	69634	2394	124460	397885	22235011	100175	345937	1159540	79519	2323803	930659	2342983	3116	138400	6600428	1604	2552	4336177	431756	5930	238	237283	214513	197449	1621	6019	45340	370280	5810	149770	11579926	18537	284384	146198	63186	488872	142143	316397	2229714	3095	65229	311096	419982	341752	NA	6808913	31269063	19	17339879	171445	54156	3561853	234545	102488	144500	17347	19015	282181	48178	700983	5854	261718	NA	3333	153973	2393894	2894771	2037	1683145	627896	340377	1914438	25412	15684	95860	645536	30425	55482284	97894	57383	1467865	3297886	680097	1303607	25510	3367499	20966795	17743694	12318	48784951	173157	29443765	6287	46736	1285670	9163087500	236146	103768666	180360398	331236	3973	138554	1247	7058033	5192558	7775	37022085	3162435	9163087500	9705942	1382765	13373	393107	202885	11684507	254662	744544	36827	245514	838258	28939	548695	12184	117632	58477	25994	171032	580944	482915	248940	359022	88374	114657	47404	466401	47113	89641	34430	9639	16256	524092	709047	43985	3466034	1206538	169971	29178	28077006	1233581	1048743	28204530	188774	1754223	457757693	229775	586067048	4792349	223191650	28027258	22147	683979	173174	75495	5551008	344359	8823193	231383	232627	69265104	177414	11806	613824914	278295098	96724287	376154	4220593	1966729	2445373	1280212	5059869
G36553	556873	699	2569	1863	71906	1543	168073	457838	2484534	11377954	913542	1164727	40861	89770	48076	122143	16797	5446	5237224	1384435	2835	5983284	494140	5225	296	317369	62277	76919	13318	4353	35403	2783766	NA	188374	8525058	474975	332158	163087	59006	8884765	279858	902099	5649570	4908	621890	975911	1116373	92009	NA	6069827	2424042	1	25646244	486509	39664	3099296	18335	14531	69247	8685	13244	151420	15973	1307421	148027	13885	NA	297	354775	346975	2118108	5400278	10296997	777530	832231	4702916	9969	38420	25932	444890	60926	2461059	80059	78391	2508201	5770861	929468	379919	21359	5712871	24757168	20606497	3977	11608	112535	7557161	21761	24279	1173779	12324618166	238667	20626420	145705684	28744	5467	12747	2775	612415	246362	34474	5553381	681392	12324618166	831818	8500	156604	2459	13	160583	NA	8297	NA	NA	NA	NA	NA	NA	NA	NA	NA	50877	166950	5487	365402	142186	1389	10643	38827	782237	NA	211922	1215169	7463	3290	21250	1609391	19161	98117	22107	592088	15781	21013428	3288867	861575	22271584	88138	496366	548413807	1054860	686445085	4295104	257173467	24269301	26349	466280	65791	40038	5935186	1964349	7126760	498159	700268	148200625	203111	339	155763503	46560808	252162683	305147	3027687	2149546	1691255	1373186	4716707
G36479	523371	852	4336	3893	238091	876	412010	267175	17855136	3413213	182424	3132912	26094	3425032	320513	462953	2036	302623	3854295	97611	29457	5067678	572575	42794	209	562469	3000362	6423121	285573	2432376	536147	2070729	NA	403151	92692490	1065209	331144	155083	66337	272175	103773	530599	3261547	NA	81934	115261	116324	96209	NA	9076243	49368238	1	6292300	21377	24309	605343	165190	100864	254617	52056	37552	471923	10307	778061	44740	7626	NA	42280	13735	74224	1643861	202282	147682	497223	250913	2937999	4328	6528	104565	501899	33376	9303758	1678203	813419	3115756	6399467	2991126	6043664	42709	6575272	20610491	16904603	5296	NA	49844	5212609	1085	32743	1374964	625967527	228116	13817703	261784124	14051	11275	NA	221	11912372	22002846	178	8122764	395317	625967527	3152189	8480	15459	190221	12	201164	NA	14478	35317	NA	372864	NA	1760783	NA	NA	331	1209	81556	310116	5843	624005	221219	24190	112659	170587	1284601	264015	356814	288521	5225	2538	22729	422729	32978	3678	24005	59331	395	41803273	1145066	1170481	22390146	66117	1085417	978443789	348662	1329359950	7233805	400133772	44642993	1798	1331976	67863	35986	15812519	683910	6867183	78877	210548	86401924	222860	311	2515035638	1069419584	230924635	497367	17709860	1301378	3670137	2619525	7577921
G35941	513429	6257	20600	9913	33279	14452	65812	1086072	18246681	20858550	2111284	747055	361667	59099	267950	257826	41878	68456	2131876	1477027	6495	1432817	164039	26089	566	194700	165623	99216	93954	33188	627344	1469581	414	326639	47595833	7075404	307709	158287	78912	388804	133976	994916	3438847	39	233350	90048	261227	196253	NA	27863649	17880565	1	8017197	117782	114872	1302604	125953	60589	595948	39413	19702	72279	18444	992441	141571	11137	NA	31893	11286	108332	665464	4826324	590776	817911	286080	4710105	59666	7535	69235	440962	46115	38190570	97097	55243	2813236	6974255	1775678	2651327	23882	5183859	21111590	15195980	4543	9854994	96426	6716178	1538	72261	308853	14579199231	146208	22888397	218887621	11191	6305	11466	NA	6965815	9927708	4739	23270603	496523	14579199231	1247697	10772	28565	674500	19	24490	0	32979	575868	NA	383187	NA	5666	NA	NA	NA	NA	NA	18837	12260	64829	16419	2138	663	69169	1228402	23624	360994	12490	4277	4987	249238	1001064	24888	83335	125101	412855	2122	13234674	1764392	1155656	33558308	145252	2149948	883687181	514672	1055421607	8658349	385366364	39504218	80594	448781	78512	46015	10498182	525108	8750018	171125	332451	13868316	261313	183	998836685	222642513	114175545	474580	12793791	2122277	3505548	2570469	8199679
G36224	495945	2673	12840	4896	397526	4771	271771	855856	1329488	4480708	299762	1673134	91035	306312	148969	351643	98407	38718	5532461	2837407	1642	4316888	200167	14835	697	121109	180742	434903	114298	34217	1124479	2987900	NA	190150	1861653	822855	285574	112735	56040	1425818	365044	342287	2754830	236	587539	239005	267146	386235	1487	1748370	1173727	10254	15032049	361163	119503	918057	15990	38803	88686	26389	15239	274621	23925	1320272	671107	46354	1190	36784	70712	207501	5038774	17044222	4149168	1122990	1261097	6133147	2574	20325	112076	2586935	128591	1735114	77164	259541	2388959	6268678	2919954	1861089	31539	7034470	19120405	14923789	10853	16040	108334	4446878	1335	33125	958963	12158245793	185582	36658699	224993609	18780	9063	91692	338	1055108	982548	4561	20494237	976935	12158245793	4005118	30593	31097	56594	51048	1362173	24587	90330	53571	25751	3714885	38115	1610847	1443	216410	4631	3064	599218	79371	311952	124381	80125	51623	30804	34952	1206404	31870	309812	59386	34503	9096	64432	1713411	8058	2216321	568472	126774	39250	48867272	1849274	1299950	24053460	534735	1012341	803769878	85888	1019018994	6787419	407515174	30350225	175288	767753	203989	53718	9623846	1186210	8656372	193157	372048	133270617	212683	5619	1807984361	635816972	338415430	518109	8111550	2410934	3049660	2160731	5419695
G36547	572868	3534	8869	6776	30963	11146	65787	330538	8794487	14466364	1057760	237613	48456	6335605	297538	520520	8876	65808	7903266	986368	4342	4731117	443143	3676	40	207630	2778845	2822498	385725	761328	159723	1575726	1646	187569	13918667	1955873	350404	187023	60486	19162840	74255	1336132	1303004	6924	98669	227587	661597	1375325	NA	8222035	5869573	0	22831246	168495	2962	1153838	68994	32770	47184	3143	27372	1326764	16015	1227701	24	411182	NA	NA	718982	448417	1849454	2548257	3044808	379640	4016582	1758309	NA	15976	10775	1699908	9990	25822552	343714	488366	985021	4109737	57353	25327	14075	2247032	16324153	14617830	831	7540	65925	3569397	3288	8240	16075	10410465288	134483	20510031	114140612	32355	316	NA	NA	351924	181730	2765	7053331	402991	10410465288	2606680	15910	7843	60306	244	40810	7514	9730	19546	31133	4868	NA	NA	645	NA	79399	NA	NA	1778551	855642	432394	1265380	73204	265273	13856	449649	17219	13202	31833	NA	30475	41078	534337	25488	13662	11384	2287464	6169	13375947	1533319	454208	9457362	69472	590789	176143335	449312	271575685	1064343	77899388	11530135	28017	179183	72288	21578	2663945	718146	2646587	234893	292874	67146914	76995	NA	84674561	463077122	44017183	179728	1392209	1551090	1020623	725636	5966690
G36296	508023	1912	10731	5046	144845	4697	233614	712489	3889264	20704520	330980	1521253	144243	3176628	171524	272285	44028	146863	7477948	1593911	9351	4214899	448485	9550	120	217280	393312	735855	572627	178760	427094	1930935	NA	263708	11575229	4661553	378604	147102	68705	263547	382692	446780	3071764	NA	381374	76905	288776	82161	NA	21361816	5306506	55281	5513621	134308	16304	999853	66408	85857	75050	3011	8855	141781	5253	784736	18442	14733	NA	NA	33022	96763	902330	6649548	1331120	385772	990355	2097843	60304	12872	35048	516405	127316	73434632	185126	234878	3030111	5655190	2877850	243319	37631	5992390	18678277	16396132	2660	6885	187702	4675325	2827	132306	1399554	2884541142	147350	18305196	196702476	87414	18392	11062	20314	874175	4145907	4198	72734445	441423	2884541142	868967	22370	965709	NA	142	194658	NA	193749	30657	6738	918526	NA	NA	NA	NA	NA	NA	NA	46995	6743	52782	1792	NA	NA	36392	377037	NA	259521	NA	47418	9772	14086	1140545	12364	17516	20800	148602	8918	11982888	1785668	1468915	24523320	645968	1672718	901755600	476622	1076097428	7050121	399929833	31098560	30182	897861	140406	59545	10195860	1068449	8989464	204341	335834	44392598	244775	1238	1797031767	673501394	204919440	581535	4516861	1707702	3030480	2094721	4737639
G35940	475037	2532	14582	8559	392717	4761	538597	1585205	1601002	24843519	860317	2146285	102845	201842	80748	185934	120638	58696	1844575	2671984	7844	3058145	332228	8491	2994	484348	137627	91041	70160	38751	594427	1472173	NA	102516	8824575	9046780	338198	148959	63054	444452	289743	1329723	2740561	NA	704853	263806	627878	164735	NA	33609459	2613790	2928	5822424	105947	77408	2381073	73135	115289	138440	40914	15443	149913	16287	1481394	59388	24255	NA	38458	13328	156125	802454	14366993	633531	612455	836532	6385986	13503	6019	434439	292475	312998	5568421	141983	66135	5481580	9705845	2798502	4993054	11164	9056731	19198037	16089075	1419	20947645	129083	4977324	2068	29606	626776	12022137030	309569	26054144	292396123	18922	8046	70547	4042	7130056	12001959	5492	8336724	337653	12022137030	1846358	7417	20688	4828	NA	116050	NA	88526	7959	NA	1750796	NA	29204	NA	NA	NA	NA	NA	24910	11687	64139	45634	1397	10057	26239	2322337	NA	494301	319997	7616	8265	4843	2097146	12911	23414	39099	90913	7127	18057001	2071806	1427874	35305397	184507	1070252	1185190219	368147	1421703231	9094649	534922509	38455099	2819	698239	74320	31123	13589039	348768	10929119	63473	406698	6344739	267446	1495	1463887462	8366570	292167032	594105	6469934	1443726	4522959	2951425	7666754
G36268	527064	2352	10032	4497	901841	5114	445439	1450038	19720597	64891	148025	1466549	42724	24660	175162	545627	1172	2522	1220142	60444	3505	1985029	290932	33980	441	341289	142970	1171818	37532	13232	177491	191520	NA	464125	294280	NA	298866	116642	67042	257871	102638	630081	4382825	9192	121877	73830	262262	148579	NA	728096	21034245	0	19549270	113607	12304	308454	35086	12237	48230	273353	28920	47031	104308	145128	52691	5126	NA	289855	17606	161096	2538679	121465	594199	344083	256744	12854076	7867	9977	23359	1360377	33815	101379033	174460	213595	2239492	3275574	3017411	3013375	34502	2445915	17496951	14175064	15714	98244006	193510	3053767	3555	13132	1096587	12512821337	342420	36661632	174164947	15545	15180	12586	544	11450416	24611710	152	58070958	785604	12512821337	1968676	8016	23667	24174	NA	118425	4188	8685	29301	NA	318208	NA	1394990	NA	NA	561	NA	NA	80652	9108	151840	14035	2628	451	25292	724804	NA	350855	40796	34435	8480	68890	143948	157733	469254	7916905	9592	13747	11989583	468192	1186059	13928997	32120	1209158	744386221	43705	1099394089	5346958	406557711	31738975	334885	1391304	29974	22510	10723976	420778	8217398	132526	82081	88626225	175926	2986	3537151944	421267099	223022942	432728	13726474	3884118	2898964	2223905	3963943
G35942	552379	608	2626	1615	70412	1633	54701	374495	19886609	14893720	307046	657171	74958	671782	490255	1290899	9099	396775	5587572	569541	5103	1934105	212958	6899	126	101664	135205	85882	18593	26532	538034	NA	NA	275522	62647561	4188413	335267	153845	72144	1590956	157547	1449975	1976224	187	63559	147996	352342	251257	NA	12239464	25157334	195	13299742	70536	60538	2186671	250787	201044	489238	21632	51361	105013	91927	1272924	149233	67283	NA	19948	67402	104916	3161188	1258757	1026994	751226	529649	4915598	38420	8920	19467	851642	25347	6858387	90746	82992	3771836	7214533	2397155	3226520	28891	6289503	18776285	14552313	4541	20498646	170452	15913778	1695	35195	366893	13459509785	272583	23539906	221288495	33114	6368	37449	550	9553701	6001312	12432	12050625	396024	13459509785	584633	18236	51759	235577	NA	164937	1113	221000	71909	NA	1402347	NA	14677636	NA	NA	NA	NA	NA	39119	22069	127201	64317	15050	11399	42140	2199587	7911	395283	10170	1384	12771	109539	1269890	19921	28948	40200	765424	4051	45659493	2854787	1543654	32459058	163717	1950891	879894007	427587	1100681489	7392682	385437468	37960520	37257	431546	176315	34395	10005068	445548	8615736	250859	551896	100740326	278183	NA	474035831	9777213	134962161	612297	7370296	1981721	3183438	2133855	12468448
G35867	556435	8091	11788	4858	114288	3328	154841	1072129	17803630	69695	1135900	2259307	385633	427658	1379393	3964161	6833	895533	9876962	11146	3779	5303523	530265	12965	303	158824	255765	1961193	14765	77684	87719	2325465	17219	167703	80277612	NA	330371	153675	61073	979029	134600	347799	4131522	13235	98605	380475	710073	140584	29911	8044507	25403565	3	45974224	384895	246775	1978484	397689	249682	20708	90150	28734	484320	21291	1671476	2628	361775	147	275807	107563	871717	4193960	16507	4396332	577359	908370	2440665	14980	9441	30842	888560	30881	58278921	278286	119974	3097909	7063847	360363	1925584	52679	6548942	17438872	15472060	56244	20023664	53093	9306225	12844	83356	714626	7948195106	346678	123451921	150856772	25330	6988	70160	119	2620650	726840	3706	11035489	471704	7948195106	1924489	31135	506739	222008	42742	12304409	331325	1202911	15098	185921	9057	375115	967851	109574	1911852	79067	127527	3369007	388012	1053205	196293	220193	104125	118540	NA	2371840	66534	130333	99822	1160	24659	177754	778805	3213	328339	20001790	79524	3936	86607519	1458556	725564	19468826	3033574	758116	529260886	347670	698901071	4135165	242653349	15702685	26535	594725	225056	33956	6402036	242610	6861687	205989	275920	51034331	164807	NA	534334138	349286492	91275198	406693	3835144	1417070	1914168	1418664	5073454
G36480	549114	1391	6452	2584	162021	2712	285580	548286	7745945	18187343	231205	1440983	62669	148210	126197	194577	16381	81412	4032273	943478	23037	3221217	622647	11752	146	511010	159146	100853	55583	17243	113921	1229215	NA	222952	36314817	3375919	324253	174737	63476	202420	309107	662215	4478104	NA	286641	221157	318986	90112	NA	16115242	15397307	564	6044677	130131	12878	930876	52562	55494	40907	24532	9166	107530	12355	505987	35891	14591	NA	4056	18661	118598	987431	2731730	576702	465772	363202	1571133	11923	7575	44362	362454	60241	62688114	130114	139322	3091293	6291710	3893631	606807	26871	4668469	20379824	17515371	6858	4717	53085	4997269	7172	68324	1191513	24786828833	119314	24373337	167757001	6126	9269	353	10422	5826320	249708	483	5470324	332401	24786828833	552821	11312	40931	NA	15	452748	NA	47111	7331	NA	361692	NA	NA	NA	NA	NA	NA	NA	27215	4988	141884	5600	NA	NA	124647	1110084	NA	295536	72139	9028	2354	42993	511551	34325	4313	15383	150662	3676	70904741	943327	875772	18389479	417213	849890	762379779	383170	894443855	5647030	320816623	21697085	18586	758347	70775	31367	8058185	463059	7332113	195274	168979	81241655	170140	1507	1649978845	163500067	224053602	430395	7773224	1958974	2518322	1662231	6153313
G35948	541267	1464	8703	5960	458496	3648	295328	467449	9099700	20468931	604952	4267824	121464	9353134	166629	207245	54064	171798	8855082	1379480	2727	4750466	376430	26053	400	247325	105043	45878	25148	17318	685487	1982746	NA	281454	61913471	5996832	358209	156953	58846	571535	221965	1736443	3174832	889	92109	139564	1117979	125453	NA	23364454	15426931	15533	11312076	120544	88746	1508690	77092	78113	600794	53464	49243	107826	14044	1505227	77425	8142	NA	37073	46636	106593	3946124	4678534	1067955	1344788	455959	7626317	39791	8223	45408	558924	51885	4400845	143033	55862	4509534	9393298	4303910	5539272	35505	7648889	16356093	14220154	1977	15087645	217211	17660302	3829	71425	361564	12070591096	560140	27691865	312488279	184298	9671	2811	1893	17209923	16409680	8298	5439005	646572	12070591096	1192575	10067	NA	122793	NA	76407	NA	18971	178969	NA	312974	NA	9479	NA	7551	881	NA	NA	43544	NA	64897	13937	4681	4416	66911	2354879	5937	432603	NA	238	19210	18617	815493	10211	20755	31349	763867	3484	67906707	2954462	2682551	44266074	531858	1735774	1253505481	340395	1505309593	9246234	565807024	36943708	4630	637006	129321	28610	14501636	578548	10937601	259133	592352	116383481	348808	1138	887638076	5941581	279982945	628621	11876012	989010	4903869	3054184	9288534
G36312	544273	1013	8455	2669	116039	2028	343446	588536	1881457	15373773	204905	1805761	48726	231889	75991	145350	33139	98423	6753239	1591120	15509	6505368	628445	15256	198	569173	121483	113774	28095	20745	46518	1179885	NA	156695	16543846	1381324	348537	151834	72120	163651	170031	416702	4533562	NA	118300	161089	277748	171310	NA	10928710	4461160	3	25926641	86664	31234	1417499	60395	36297	167484	34523	12142	74115	9359	923045	36846	13756	NA	30937	17504	113610	3403254	6579273	201191	480516	214994	2755015	45262	6436	54765	406982	29607	81695806	112139	98802	2198173	5626308	2159739	5045666	23581	5977559	18997216	15734561	10298	46887	103308	7320194	13202	41258	851063	1099003534	410781	23663671	160463642	25077	5057	NA	248	8243420	12942139	1546	1883252	398135	1099003534	2168021	16253	33094	159467	NA	331922	NA	70686	323210	NA	329355	NA	303015	281	NA	17973	NA	7613	317605	22735	514293	175289	15780	39933	323199	436070	61160	254829	114539	13945	5685	29917	585246	4960	24255	58664	81399	3014	25146216	843774	928683	17963878	391470	1019437	650528508	263546	821590842	5364300	290711791	23055385	2851	629765	53251	27795	7507204	421643	6302503	148947	155903	82529471	174500	1037	2065464955	8733789	145489296	335111	5938819	1875046	2601391	1612333	4658950
G36297	515053	1457	7438	3219	183066	2523	448813	1570740	20474343	68165	918366	2311124	134268	143170	74295	191287	3383	75195	5833860	15436	14758	5569728	454886	5922	91	314377	235930	836322	35924	83336	49076	534361	NA	219969	27661507	NA	318055	151954	69999	97589	250489	141480	6228738	96	538764	106254	143845	114811	NA	2435088	30978912	81	11252258	87458	21704	772923	96727	20413	91081	9620	7979	675018	23665	496263	4402	89422	NA	1265	18276	116049	900747	36949	565478	442875	260911	2955031	9257	8083	24277	166366	45651	91152440	257523	167333	2514704	5881255	2728612	1188456	28482	4544314	18888894	16180477	7498	69596	123781	4147844	15118	17794	1556751	16758540216	197519	18509709	179111689	28504	12453	12556	16115	10818362	4177679	161	44815475	442187	16758540216	1705808	10147	28500	36338	NA	164525	NA	25664	18510	NA	147893	351	64721	217	NA	13246	1467	17622	259044	26340	246284	128806	17917	90105	40509	3902998	66766	218682	308311	5379	5623	17359	256924	10240	10666	12857	64651	7894	19755099	664966	1058623	18236221	110657	1208757	764207131	334579	924157156	5879462	331728622	14833573	9298	851919	58575	26717	8624665	330261	7617282	138722	116496	103932095	188335	354	3995148162	630994010	210735001	495994	9520759	2641216	2853108	1833521	4435063
